TEMP,B,power,SETP,TIME
340.11,0.1027142033,4.0,340.0,0.35256195068359375
340.11,0.10271023959,4.0,340.0,2.3721415996551514
340.11,0.10271047801,4.0,340.01,4.399411916732788
340.11,0.10270731896,4.0,340.01,6.419717311859131
340.12,0.10270728916,4.0,340.01,8.446895360946655
340.12,0.10270573944,4.0,340.02,10.469190835952759
340.13,0.10270305723,4.0,340.02,12.489373922348022
340.13,0.10270638764,4.0,340.02,14.508864164352417
340.13,0.1027058959,4.0,340.03,16.53197956085205
340.13,0.10270737857,4.0,340.03,18.555963277816772
340.14,0.10270285606,4.0,340.03,20.577171564102173
340.14,0.10270621628,4.0,340.04,22.60138773918152
340.14,0.10270974785,4.0,340.04,24.622891187667847
340.15,0.10270074755,4.0,340.04,26.654940128326416
340.15,0.10269490629,4.0,340.05,28.678525686264038
340.15,0.10270319134,4.0,340.05,30.69903874397278
340.16,0.1027045995,4.0,340.05,32.72382879257202
340.16,0.10270059109,4.0,340.06,34.756564140319824
340.16,0.10269591957,4.0,340.06,36.78079891204834
340.17,0.10270124674,4.0,340.06,38.79690384864807
340.17,0.10269808024,4.0,340.07,40.8189651966095
340.17,0.10270430148,4.0,340.07,42.83887481689453
340.18,0.1027052179,4.0,340.07,44.85549068450928
340.18,0.10270165652,4.0,340.08,46.87545680999756
340.18,0.10269840807,4.0,340.08,48.89519381523132
340.19,0.10269623995,4.0,340.08,50.91797232627869
340.19,0.10269111395,4.1,340.09,52.950499534606934
340.19,0.10269244015,4.0,340.09,54.9735643863678
340.2,0.10268781334,4.0,340.09,56.9992573261261
340.2,0.10268615931,4.1,340.1,59.017990589141846
340.2,0.10268919915,4.0,340.1,61.03840112686157
340.21,0.102689825,4.1,340.1,63.06071877479553
340.21,0.10268203169,4.1,340.11,65.08275246620178
340.21,0.10268229246,4.1,340.11,67.10088562965393
340.22,0.10267902911,4.1,340.11,69.12368106842041
340.22,0.10267730802,4.1,340.12,71.15848278999329
340.22,0.10268037766,4.1,340.12,73.18651580810547
340.23,0.10268303007,4.1,340.13,75.21700239181519
340.23,0.10268151015,4.1,340.13,77.23822546005249
340.23,0.10267676413,4.1,340.13,79.2594530582428
340.24,0.1026769653,4.1,340.14,81.27952837944031
340.24,0.10267924517,4.1,340.14,83.29492044448853
340.24,0.10267621279,4.1,340.14,85.31056427955627
340.24,0.10267164558,4.1,340.15,87.33215260505676
340.25,0.10267074406,4.1,340.15,89.35767793655396
340.25,0.10267567635,4.1,340.15,91.37835049629211
340.25,0.10267267376,4.1,340.16,93.40035462379456
340.26,0.10266708583,4.1,340.16,95.41627979278564
340.26,0.1026674509,4.1,340.16,97.4326434135437
340.26,0.10265936702,4.1,340.17,99.45487427711487
340.27,0.10266070813,4.1,340.17,101.47521662712097
340.27,0.10266820341,4.1,340.17,103.4979088306427
340.27,0.10266587883,4.1,340.18,105.52018189430237
340.28,0.10266522318,4.1,340.18,107.54046821594238
340.28,0.1026584059,4.1,340.18,109.56167411804199
340.28,0.10266353935,4.1,340.19,111.58354806900024
340.29,0.10266293585,4.1,340.19,113.6065444946289
340.29,0.10266103595,4.1,340.19,115.62571692466736
340.29,0.10266219825,4.1,340.2,117.64850187301636
340.3,0.10266496986,4.1,340.2,119.66367673873901
340.3,0.10266180336,4.1,340.2,121.68142461776733
340.3,0.10265675932,4.1,340.21,123.70090246200562
340.31,0.10265304893,4.1,340.21,125.72122764587402
340.31,0.10265363753,4.1,340.21,127.75583696365356
340.31,0.10264857113,4.1,340.22,129.77452683448792
340.32,0.10265194625,4.1,340.22,131.79802680015564
340.32,0.10264935344,4.1,340.22,133.81928253173828
340.32,0.10264797509,4.1,340.23,135.84324288368225
340.33,0.1026474759,4.1,340.23,137.87485337257385
340.33,0.10264696181,4.1,340.23,139.9061725139618
340.33,0.10264575481,4.1,340.24,141.92393708229065
340.34,0.10264903307,4.1,340.24,143.95372462272644
340.34,0.10264553875,4.1,340.24,145.9779953956604
340.34,0.10265369713,4.1,340.25,147.99795007705688
340.35,0.10264289379,4.1,340.25,150.01596331596375
340.35,0.10264574736,4.1,340.25,152.03346991539001
340.35,0.10264755785,4.1,340.26,154.0653748512268
340.36,0.10263931751,4.1,340.26,156.08720755577087
340.36,0.10263489932,4.1,340.26,158.11261510849
340.36,0.10263534635,4.1,340.27,160.1364622116089
340.37,0.10263331234,4.1,340.27,162.1677050590515
340.37,0.10262674093,4.1,340.27,164.19478511810303
340.37,0.1026340276,4.1,340.28,166.2114143371582
340.38,0.10262874514,4.1,340.28,168.23231101036072
340.38,0.10263154656,4.1,340.28,170.2643859386444
340.38,0.10262925923,4.1,340.29,172.28564715385437
340.39,0.10262807459,4.1,340.29,174.30305123329163
340.39,0.10263570398,4.1,340.29,176.32806587219238
340.39,0.10263071209,4.1,340.3,178.35452556610107
340.4,0.10263581574,4.1,340.3,180.37471199035645
340.4,0.10262791067,4.1,340.3,182.40495610237122
340.4,0.10262584686,4.1,340.31,184.42644333839417
340.41,0.10261715949,4.1,340.31,186.45706725120544
340.41,0.10261692852,4.1,340.31,188.48125410079956
340.41,0.10262123495,4.1,340.32,190.49749779701233
340.42,0.10261251032,4.1,340.32,192.52140069007874
340.42,0.10261359066,4.1,340.32,194.5375678539276
340.42,0.10261058062,4.1,340.33,196.5630486011505
340.43,0.10260935873,4.1,340.33,198.58403825759888
340.43,0.10261311382,4.1,340.33,200.60388278961182
340.43,0.10260766,4.1,340.34,202.62444949150085
340.44,0.10261501372,4.1,340.34,204.65297293663025
340.44,0.10261098295,4.1,340.34,206.67364501953125
340.44,0.10260879993,4.1,340.35,208.69572949409485
340.45,0.10260981321,4.1,340.35,210.71496534347534
340.45,0.10260397196,4.1,340.35,212.73541021347046
340.45,0.10259653628,4.1,340.36,214.76549124717712
340.46,0.10260438919,4.1,340.36,216.7916488647461
340.46,0.10260597616,4.1,340.36,218.8114070892334
340.46,0.10260553658,4.1,340.37,220.82893204689026
340.47,0.10260163993,4.1,340.37,222.85516953468323
340.47,0.10259603709,4.1,340.37,224.87359023094177
340.47,0.10260168463,4.1,340.38,226.8901481628418
340.48,0.10259748995,4.1,340.38,228.91154217720032
340.48,0.10259641707,4.1,340.38,230.93714261054993
340.48,0.10259592533,4.1,340.39,232.96616792678833
340.49,0.10259008408,4.1,340.39,234.98942017555237
340.49,0.10259415954,4.1,340.39,237.00989818572998
340.49,0.10259041935,4.1,340.4,239.0315659046173
340.5,0.1025871262,4.1,340.4,241.06646871566772
340.5,0.10259198397,4.1,340.4,243.08843541145325
340.5,0.1025942564,4.1,340.41,245.10569214820862
340.51,0.10258959979,4.1,340.41,247.12316823005676
340.51,0.1025910303,4.1,340.41,249.145592212677
340.51,0.10258865356,4.1,340.42,251.16842818260193
340.52,0.10258433968,4.1,340.42,253.18452405929565
340.52,0.10258169472,4.1,340.43,255.20668148994446
340.52,0.10258147866,4.1,340.43,257.23109793663025
340.53,0.10258439928,4.1,340.43,259.25826811790466
340.53,0.10258245468,4.1,340.44,261.2856869697571
340.53,0.10257776082,4.1,340.44,263.3071792125702
340.54,0.1025833264,4.1,340.44,265.3291804790497
340.54,0.10257297009,4.1,340.45,267.35329961776733
340.54,0.10257299244,4.1,340.45,269.37025260925293
340.55,0.10257210582,4.1,340.45,271.3933448791504
340.55,0.10256542265,4.1,340.46,273.4154803752899
340.55,0.1025692746,4.1,340.46,275.43390703201294
340.56,0.10256928205,4.1,340.46,277.4645709991455
340.56,0.10256816447,4.1,340.47,279.48411989212036
340.56,0.10256641358,4.1,340.47,281.50499987602234
340.56,0.10256447643,4.1,340.47,283.5282266139984
340.57,0.10256709158,4.1,340.48,285.55278730392456
340.57,0.1025698185,4.1,340.48,287.57540345191956
340.58,0.10256514698,4.1,340.48,289.5994381904602
340.58,0.10256419331,4.1,340.49,291.6287806034088
340.58,0.10255944729,4.1,340.49,293.65534472465515
340.58,0.1025621891,4.1,340.49,295.6702969074249
340.59,0.10256178677,4.1,340.5,297.6901607513428
340.59,0.10255944729,4.1,340.5,299.7151565551758
340.59,0.10255042464,4.1,340.5,301.740357875824
340.6,0.10255178064,4.1,340.51,303.7704563140869
340.6,0.10255022347,4.1,340.51,305.7870442867279
340.6,0.10255075991,4.1,340.51,307.809983253479
340.61,0.10255440325,4.1,340.52,309.83409667015076
