TEMP,B,power,SETP,TIME
301.81,0.039963,0.0,300.36,217.8055329322815
301.81,0.039963,0.0,300.37,219.84428000450134
301.8,0.0399554,0.0,300.37,221.86840963363647
301.8,0.0399554,0.0,300.37,223.8955991268158
301.79,0.0399477,0.0,300.38,225.9369170665741
301.79,0.0399477,0.0,300.38,227.96552324295044
301.78,0.0399477,0.0,300.38,229.99945259094238
301.78,0.0399401,0.0,300.39,232.04035758972168
301.77,0.0399401,0.0,300.39,234.0643503665924
301.77,0.0399325,0.0,300.39,236.0983226299286
301.76,0.0399325,0.0,300.4,238.1365785598755
301.76,0.0399249,0.0,300.4,240.16805052757263
301.75,0.0399249,0.0,300.4,242.2017524242401
301.74,0.0399249,0.0,300.41,244.24084091186523
301.74,0.0399249,0.0,300.41,246.26927947998047
301.73,0.0399249,0.0,300.41,248.29431009292603
301.73,0.0399249,0.0,300.42,250.3357231616974
301.72,0.0399172,0.0,300.42,252.36604070663452
301.72,0.0399172,0.0,300.42,254.3977518081665
301.71,0.0399096,0.0,300.43,256.43750619888306
301.71,0.0399096,0.0,300.43,258.46774983406067
301.7,0.039902,0.0,300.43,260.49031615257263
301.7,0.039902,0.0,300.44,262.524973154068
301.69,0.039902,0.0,300.44,264.55148935317993
301.69,0.0398943,0.0,300.44,266.5852692127228
301.68,0.0398943,0.0,300.45,268.61088848114014
301.68,0.0398943,0.0,300.45,270.6502573490143
301.67,0.0398867,0.0,300.45,272.6820755004883
301.67,0.0398867,0.0,300.46,274.7129476070404
301.66,0.0398791,0.0,300.46,276.74920320510864
301.66,0.0398791,0.0,300.46,278.77787613868713
301.65,0.0398715,0.0,300.47,280.81725120544434
301.65,0.0398715,0.0,300.47,282.8428490161896
301.64,0.0398715,0.0,300.47,284.8832106590271
301.64,0.0398715,0.0,300.48,286.91474056243896
301.63,0.0398715,0.0,300.48,288.95834946632385
301.63,0.0398638,0.0,300.48,290.9822647571564
301.62,0.0398638,0.0,300.49,293.0144941806793
301.62,0.0398638,0.0,300.49,295.0512764453888
301.61,0.0398562,0.0,300.5,297.08552980422974
301.61,0.0398562,0.0,300.5,299.11316418647766
301.6,0.0398486,0.0,300.5,301.14075207710266
301.6,0.0398486,0.0,300.51,303.17869663238525
301.59,0.0398486,0.0,300.51,305.2006287574768
301.59,0.0398409,0.0,300.51,307.24255752563477
301.58,0.0398409,0.0,300.52,309.2631952762604
301.58,0.0398409,0.0,300.52,311.2996196746826
301.57,0.0398333,0.0,300.52,313.3397493362427
301.57,0.0398257,0.0,300.53,315.3655664920807
301.56,0.0398257,0.0,300.53,317.394770860672
301.56,0.0398257,0.0,300.53,319.43240571022034
301.55,0.039818,0.0,300.54,321.4672212600708
301.55,0.039818,0.0,300.54,323.50282311439514
301.55,0.039818,0.0,300.54,325.53980350494385
301.54,0.039818,0.0,300.55,327.56908082962036
301.54,0.039818,0.0,300.55,329.60566782951355
301.54,0.039818,0.0,300.55,331.6461081504822
301.54,0.0398104,0.0,300.56,333.67067432403564
301.54,0.0398104,0.0,300.56,335.7051694393158
301.53,0.0398104,0.0,300.56,337.7352523803711
301.53,0.0398104,0.0,300.57,339.76864075660706
301.53,0.0398028,0.0,300.57,341.7945075035095
301.53,0.0398028,0.0,300.57,343.82984471321106
301.53,0.0398028,0.0,300.58,345.86839413642883
301.53,0.0397952,0.0,300.58,347.8862257003784
301.53,0.0397952,0.0,300.58,349.9224238395691
301.53,0.0397952,0.0,300.59,351.95471811294556
301.53,0.0397952,0.0,300.59,353.98072385787964
301.53,0.0397952,0.0,300.59,356.0159902572632
301.53,0.0397952,0.0,300.6,358.0494487285614
301.53,0.0397875,0.0,300.6,360.0888183116913
301.54,0.0397875,0.0,300.6,362.111611366272
301.54,0.0397875,0.0,300.61,364.1496560573578
301.54,0.0397875,0.0,300.61,366.17990279197693
301.54,0.0397875,0.1,300.61,368.2035708427429
301.54,0.0397875,0.1,300.62,370.2390115261078
301.54,0.0397875,0.1,300.62,372.2753167152405
301.54,0.0397799,0.1,300.62,374.3066351413727
301.54,0.0397799,0.1,300.63,376.34241676330566
301.55,0.0397799,0.1,300.63,378.37153220176697
301.55,0.0397799,0.1,300.63,380.41193199157715
301.55,0.0397799,0.1,300.64,382.4452030658722
301.55,0.0397799,0.1,300.64,384.47211742401123
301.55,0.0397799,0.1,300.64,386.494038105011
301.55,0.0397799,0.1,300.65,388.53214716911316
301.56,0.0397799,0.1,300.65,390.5666160583496
301.56,0.0397799,0.1,300.65,392.5878312587738
301.56,0.0397799,0.1,300.66,394.6225473880768
301.56,0.0397799,0.1,300.66,396.6493272781372
301.57,0.0397799,0.1,300.66,398.6865200996399
301.57,0.0397799,0.1,300.67,400.7187020778656
301.57,0.0397799,0.1,300.67,402.7490589618683
301.57,0.0397799,0.1,300.67,404.78629422187805
301.57,0.0397799,0.1,300.68,406.81619787216187
301.58,0.0397799,0.1,300.68,408.8518133163452
301.58,0.0397799,0.1,300.68,410.8844952583313
301.58,0.0397799,0.1,300.69,412.91603350639343
301.58,0.0397799,0.1,300.69,414.9491686820984
301.59,0.0397799,0.1,300.69,416.9824869632721
301.59,0.0397799,0.1,300.7,419.0100636482239
301.59,0.0397799,0.1,300.7,421.04283618927
301.59,0.0397799,0.1,300.71,423.0777049064636
301.6,0.0397799,0.1,300.71,425.110759973526
301.6,0.0397799,0.1,300.71,427.14895701408386
301.6,0.0397723,0.1,300.72,429.1719751358032
301.6,0.0397723,0.1,300.72,431.2058608531952
301.61,0.0397723,0.1,300.72,433.2338032722473
301.61,0.0397799,0.1,300.73,435.27420687675476
301.61,0.0397723,0.1,300.73,437.2986350059509
301.61,0.0397799,0.1,300.73,439.3430037498474
301.62,0.0397799,0.1,300.74,441.37153458595276
301.62,0.0397799,0.1,300.74,443.4107687473297
301.62,0.0397799,0.1,300.74,445.44082045555115
301.62,0.0397799,0.1,300.75,447.4742970466614
301.63,0.0397799,0.1,300.75,449.505491733551
301.63,0.0397799,0.1,300.75,451.5492899417877
301.63,0.0397799,0.1,300.76,453.5812394618988
301.63,0.0397799,0.1,300.76,455.608763217926
301.64,0.0397799,0.1,300.76,457.64192628860474
301.64,0.0397799,0.1,300.77,459.67501068115234
301.64,0.0397799,0.1,300.77,461.6979510784149
301.64,0.0397799,0.1,300.77,463.7394242286682
301.65,0.0397799,0.1,300.78,465.7693748474121
301.65,0.0397799,0.1,300.78,467.799036026001
301.65,0.0397875,0.1,300.78,469.82878255844116
301.66,0.0397875,0.1,300.79,471.85735750198364
301.66,0.0397875,0.1,300.79,473.8746991157532
301.66,0.0397875,0.1,300.79,475.9085922241211
301.66,0.0397875,0.1,300.8,477.9526832103729
301.67,0.0397875,0.1,300.8,479.9797728061676
301.67,0.0397875,0.1,300.8,482.01137042045593
301.67,0.0397875,0.1,300.81,484.0431001186371
301.67,0.0397875,0.1,300.81,486.08061003685
301.68,0.0397875,0.1,300.81,488.10583543777466
301.68,0.0397875,0.1,300.82,490.1415138244629
301.68,0.0397875,0.1,300.82,492.1689763069153
301.69,0.0397875,0.1,300.82,494.1996371746063
301.69,0.0397875,0.1,300.83,496.2336633205414
301.69,0.0397875,0.1,300.83,498.26825523376465
301.69,0.0397875,0.1,300.83,500.29621505737305
301.7,0.0397875,0.2,300.84,502.3397493362427
301.7,0.0397952,0.2,300.84,504.36822628974915
301.7,0.0397952,0.2,300.84,506.4052016735077
301.71,0.0397952,0.2,300.85,508.43596363067627
301.71,0.0397952,0.2,300.85,510.4665958881378
301.71,0.0397952,0.2,300.85,512.4980883598328
301.71,0.0397952,0.2,300.86,514.5444369316101
301.72,0.0397952,0.2,300.86,516.5768730640411
301.72,0.0397952,0.2,300.86,518.6011998653412
301.72,0.0397952,0.2,300.87,520.6373443603516
301.73,0.0397952,0.2,300.87,522.6673717498779
301.73,0.0397952,0.2,300.87,524.6992433071136
301.73,0.0397952,0.2,300.88,526.7256660461426
301.73,0.0398028,0.2,300.88,528.7530782222748
301.74,0.0398028,0.2,300.88,530.7807359695435
301.74,0.0398028,0.2,300.89,532.8113739490509
301.74,0.0398028,0.2,300.89,534.8450605869293
301.75,0.0398028,0.2,300.89,536.870014667511
301.75,0.0398028,0.2,300.9,538.900309085846
301.75,0.0398028,0.2,300.9,540.9283781051636
301.75,0.0398028,0.2,300.9,542.9596374034882
301.76,0.0398028,0.2,300.91,544.9935476779938
301.76,0.0398028,0.2,300.91,547.0389292240143
301.76,0.0398028,0.2,300.91,549.0627052783966
301.77,0.0398028,0.2,300.92,551.0981154441833
301.77,0.0398104,0.2,300.92,553.1372244358063
301.77,0.0398104,0.2,300.93,555.1707825660706
301.78,0.0398104,0.2,300.93,557.2067220211029
301.78,0.0398104,0.2,300.93,559.2453217506409
301.78,0.0398104,0.2,300.94,561.275283575058
301.78,0.0398104,0.2,300.94,563.3100271224976
301.79,0.0398104,0.2,300.94,565.3470776081085
301.79,0.0398104,0.2,300.95,567.3781201839447
301.79,0.0398104,0.2,300.95,569.4115450382233
301.8,0.0398104,0.2,300.95,571.4450912475586
301.8,0.039818,0.2,300.96,573.4750311374664
301.8,0.039818,0.2,300.96,575.5053899288177
301.8,0.039818,0.2,300.96,577.5364742279053
301.81,0.039818,0.2,300.97,579.5696096420288
301.81,0.039818,0.2,300.97,581.6065793037415
301.81,0.039818,0.2,300.97,583.6415908336639
301.82,0.039818,0.2,300.98,585.6750085353851
301.82,0.039818,0.2,300.98,587.7012934684753
301.82,0.039818,0.2,300.98,589.7473468780518
301.83,0.039818,0.2,300.99,591.7713053226471
301.83,0.039818,0.2,300.99,593.8028576374054
301.83,0.039818,0.2,300.99,595.8474855422974
301.83,0.039818,0.2,301.0,597.8791387081146
301.84,0.039818,0.2,301.0,599.9112436771393
301.84,0.039818,0.2,301.0,601.9508936405182
301.84,0.039818,0.2,301.01,603.9785182476044
301.85,0.039818,0.2,301.01,606.0046718120575
301.85,0.039818,0.2,301.01,608.0402021408081
